,Data Name,Targets,Attributes,Method,Score,# of target words,# of attribute words,p-value
0,MusicalInstruments_Weapons_Pleasant_Unpleasant,Musical instruments vs Weapons,Pleasant vs Unpleasant,weat,0.07615885522900537,24,25,0.39348535425772146
